State,Agency Name,Latitude,Longitude,ORI,City,Population,Poverty,Poverty Rate,Violent Crime,Property Crime,Violent Crime(Per 100k),Property Crime(Per 100k),Crime Rate(Per 100k)
NC,Wake Forest Police Department,35.789846,-78.650624,NC0920700,Wake Forest,46387,1510,3.26,84,837,181.09,1804.38,1985.47
NC,Hickory Police Department,35.729954,-81.343346,NC0180200,Hickory,42831,6893,16.09,220,1338,513.65,3123.91,3637.55
NC,Holly Springs Police Department,35.789846,-78.650624,NC0921700,Holly Springs,40198,1625,4.04,39,496,97.02,1233.89,1330.91
NC,Salisbury Police Department,35.639218,-80.525344,NC0800500,Salisbury,35258,7574,21.48,350,1483,992.68,4206.14,5198.82
NC,Monroe Police Department,34.991501,-80.530131,NC0900200,Monroe,34464,4609,13.37,313,1327,908.19,3850.39,4758.59
ND,Fargo Police Department,46.927003,-97.252375,ND0090200,Fargo,124979,15636,12.51,692,5231,553.69,4185.5,4739.2
ND,Bismarck Police Department,46.80085,-100.778694,ND0080100,Bismarck,73321,6179,8.43,236,2338,321.87,3188.72,3510.59
ND,Grand Forks Police Department,47.926003,-97.450851,ND0180100,Grand Forks,58867,9925,16.86,154,1494,261.61,2537.92,2799.53
ND,Minot Police Department,48.234222,-101.30105,ND0510200,Minot,48005,5516,11.49,181,694,377.04,1445.68,1822.73
ND,West Fargo Police Department,46.872604,-96.88475,ND0090300,West Fargo,37913,2377,6.27,80,534,211.01,1408.49,1619.5
ND,Williston Police Department,48.345867,-103.4874,ND0530200,Williston,27368,2055,7.51,122,677,445.78,2473.69,2919.47
ND,Dickinson Police Department,46.89417,-102.78564,ND0450100,Dickinson,24851,2959,11.91,67,457,269.61,1838.96,2108.57
ND,Mandan Police Department,46.82736,-100.89153,ND0300200,Mandan,23784,2066,8.69,87,885,365.79,3720.99,4086.78
ND,Jamestown Police Department,46.903137,-98.70666,ND0470100,Jamestown,15823,2051,12.96,30,295,189.6,1864.37,2053.97
ND,Wahpeton Police Department,46.266014,-96.60567,ND0390300,Wahpeton,7928,1212,15.29,21,154,264.88,1942.48,2207.37
ND,Devils Lake Police Department,48.107742,-98.867455,ND0360100,Devils Lake,7201,1403,19.48,18,114,249.97,1583.11,1833.08
ND,Watford City Police Department,47.742475,-103.403215,ND0270100,Watford City,5725,641,11.2,20,157,349.34,2742.36,3091.7
ND,Grafton Police Department,48.418118,-97.40549,ND0500100,Grafton,4186,408,9.75,6,70,143.33,1672.24,1815.58
ND,Lincoln Police Department,46.764328,-100.69424,ND0080300,Lincoln,4126,491,11.9,3,22,72.71,533.2,605.91
ND,Beulah Police Department,47.307175,-101.833261,ND0290100,Beulah,3070,185,6.03,4,23,130.29,749.19,879.48
ND,New Town Police Department,48.210291,-102.364756,ND0310100,New Town,2745,594,21.64,0,3,0.0,109.29,109.29
ND,Hazen Police Department,47.307175,-101.833261,ND0290200,Hazen,2564,297,11.58,0,2,0.0,78.0,78.0
ND,Rugby Police Department,48.37129,-99.97709,ND0350100,Rugby,2546,328,12.88,1,17,39.28,667.71,706.99
ND,Carrington Police Department,47.44954,-99.12645,ND0160100,Carrington,2133,181,8.49,2,9,93.76,421.94,515.71
ND,Lisbon Police Department,46.449276,-97.647554,ND0370200,Lisbon,2109,403,19.11,0,17,0.0,806.07,806.07
ND,Stanley Police Department,48.210291,-102.364756,ND0310300,Stanley,2079,104,5.0,2,30,96.2,1443.0,1539.2
ND,Oakes Police Department,46.140102,-98.09345,ND0110200,Oakes,1981,72,3.63,1,0,50.48,0.0,50.48
ND,Harvey Police Department,47.770348,-99.93452,ND0520100,Harvey,1701,196,11.52,1,6,58.79,352.73,411.52
ND,Bowman Police Department,46.110144,-103.505943,ND0060100,Bowman,1604,162,10.1,3,15,187.03,935.16,1122.19
ND,Burlington Police Department,48.216686,-101.540537,ND0510300,Burlington,1534,65,4.24,1,5,65.19,325.95,391.13
NE,Omaha Police Department,41.297091,-96.154066,NB0280200,Omaha,488059,57642,11.81,829,8130,169.86,1665.78,1835.64
NE,Lincoln Police Department,40.783547,-96.688658,NB0550100,Lincoln,289136,35909,12.42,1073,7948,371.11,2748.88,3119.99
NE,Bellevue Police Department,41.115064,-96.109125,NB0770100,Bellevue,62888,5443,8.66,73,1000,116.08,1590.13,1706.21
NE,Grand Island Police Department,40.866023,-98.498004,NB0400100,Grand Island,52755,6600,12.51,214,1093,405.65,2071.84,2477.49
NE,Kearney Police Department,40.855226,-99.074983,NB0100100,Kearney,33558,4892,14.58,101,638,300.97,1901.19,2202.16
NE,Fremont Police Department,41.577008,-96.645853,NB0270100,Fremont,27245,3179,11.67,21,155,77.08,568.91,645.99
NE,Hastings Police Department,40.520632,-98.500044,NB0010100,Hastings,25247,3580,14.18,74,656,293.1,2598.33,2891.43
NE,Norfolk Police Department,41.909929,-97.606856,NB0600100,Norfolk,24964,3114,12.47,26,217,104.15,869.25,973.4
NE,Columbus Police Department,41.576866,-97.513467,NB0710100,Columbus,23954,1865,7.79,26,337,108.54,1406.86,1515.4
NE,Papillion Police Department,41.115064,-96.109125,NB0770200,Papillion,23875,1129,4.73,12,295,50.26,1235.6,1285.86
NE,North Platte Police Department,41.050322,-100.744481,NB0560100,North Platte,23543,3080,13.08,32,548,135.92,2327.66,2463.58
NE,La Vista Police Department,41.115064,-96.109125,NB0770400,La Vista,16786,1017,6.06,10,248,59.57,1477.42,1537.0
NE,Scottsbluff Police Department,41.851589,-103.70586,NB0790100,Scottsbluff,14511,2170,14.95,36,684,248.09,4713.67,4961.75
NE,South Sioux City Police Department,42.390456,-96.562549,NB0220100,South Sioux City,13796,1573,11.4,28,350,202.96,2536.97,2739.92
NE,Beatrice Police Department,40.255234,-96.683453,NB0340100,Beatrice,12276,2491,20.29,16,115,130.34,936.79,1067.12
NE,Lexington Police Department,40.867378,-99.815154,NB0240300,Lexington,10325,1567,15.18,9,165,87.17,1598.06,1685.23
NE,Gering Police Department,41.851589,-103.70586,NB0790200,Gering,8521,688,8.07,1,21,11.74,246.45,258.19
NE,Alliance Police Department,42.215665,-103.087821,NB0070100,Alliance,8141,1084,13.32,26,93,319.37,1142.37,1461.74
NE,York Police Department,40.873056,-97.596742,NB0930100,York,8091,665,8.22,9,110,111.23,1359.54,1470.77
NE,Blair Police Department,41.533973,-96.224577,NB0890100,Blair,7725,976,12.63,11,60,142.39,776.7,919.09
NE,Seward Police Department,40.871944,-97.140383,NB0800100,Seward,7651,521,6.81,3,59,39.21,771.14,810.35
NE,McCook Police Department,40.16942,-100.468576,NB0730100,McCook,7425,825,11.11,8,99,107.74,1333.33,1441.08
NE,Crete Police Department,40.516802,-97.131755,NB0760200,Crete,7224,1347,18.65,27,165,373.75,2284.05,2657.81
NE,Nebraska City Police Department,40.637992,-96.131027,NB0660100,Nebraska City,7206,1334,18.51,9,107,124.9,1484.87,1609.77
NE,Plattsmouth Police Department,40.909878,-96.140609,NB0130100,Plattsmouth,6558,565,8.62,4,61,60.99,930.16,991.16
NH,Chester Police Department,42.9603,-71.26257,NH0081000,Chester,114730,14064,12.26,0,15,0.0,13.07,13.07
NH,Manchester Police Department,42.989944,-71.46063,NH0063400,Manchester,114730,14064,12.26,441,1942,384.38,1692.67,2077.05
NH,Nashua Police Department,42.911643,-71.723101,NH0064600,Nashua,90659,7112,7.84,111,928,122.44,1023.62,1146.05
NH,Concord Police Department,43.205547,-71.53967,NH0071600,Concord,43552,3834,8.8,70,635,160.73,1458.03,1618.75
NH,Dover Police Department,43.19398,-70.87545,NH0090400,Dover,32599,2536,7.78,15,317,46.01,972.42,1018.44
NH,Rochester Police Department,43.293172,-71.035889,NH0092000,Rochester,32317,2958,9.15,35,340,108.3,1052.08,1160.38
NH,Derry Police Department,42.892834,-71.32795,NH0081600,Derry,23571,1934,8.2,35,261,148.49,1107.29,1255.78
NH,Londonderry Police Department,42.860878,-71.37196,NH0083800,Londonderry,23571,1934,8.2,18,153,76.37,649.1,725.47
NH,Keene Police Department,42.92329,-72.26388,NH0031800,Keene,22969,2320,10.1,37,546,161.09,2377.12,2538.2
NH,Portsmouth Police Department,43.061455,-70.76706,NH0085800,Portsmouth,21897,1293,5.9,33,240,150.71,1096.04,1246.75
NH,Laconia Police Department,43.519109,-71.425366,NH0011400,Laconia,16786,1688,10.06,39,431,232.34,2567.62,2799.95
NH,Lebanon Police Department,43.632645,-72.289085,NH0054400,Lebanon,14316,1103,7.7,13,211,90.81,1473.88,1564.68
NH,Claremont Police Department,43.372253,-72.33752,NH0100600,Claremont,12955,2143,16.54,0,0,0.0,0.0,0.0
NH,Somersworth Police Department,43.293172,-71.035889,NH0092400,Somersworth,11964,1286,10.75,13,221,108.66,1847.21,1955.87
NH,Durham Police Department,43.293172,-71.035889,NH0090600,Durham,11616,877,7.55,7,29,60.26,249.66,309.92
NH,New Durham Police Department,43.293172,-71.035889,NH0091800,New Durham,11616,877,7.55,1,20,8.61,172.18,180.79
NH,Exeter Police Department,42.988842,-71.098746,NH0082200,Exeter,9908,660,6.66,8,101,80.74,1019.38,1100.12
NH,New Hampton Police Department,43.519109,-71.425366,NH0011800,New Hampton,9900,295,2.98,1,4,10.1,40.4,50.51
NH,South Hampton Police Department,42.988842,-71.098746,NH0087000,South Hampton,9900,295,2.98,0,0,0.0,0.0,0.0
NH,Hampton Police Department,42.988842,-71.098746,NH0083000,Hampton,9900,295,2.98,16,100,161.62,1010.1,1171.72
NH,Hampton Falls Police Department,42.988842,-71.098746,NH0083200,Hampton Falls,9900,295,2.98,0,17,0.0,171.72,171.72
NH,North Hampton Police Department,42.973667,-70.83402,NH0085000,North Hampton,9900,295,2.98,2,12,20.2,121.21,141.41
NH,Berlin Police Department,44.469833,-71.18588,NH0040600,Berlin,9710,1119,11.52,13,91,133.88,937.18,1071.06
NH,Hanover Police Department,43.718887,-72.27353,NH0053400,Hanover,8813,490,5.56,3,68,34.04,771.59,805.63
NH,Franklin Police Department,43.299485,-71.68013,NH0072400,Franklin,8766,413,4.71,10,63,114.08,718.69,832.76
NJ,Jersey City Police Department,40.720917,-74.04438,NJ0090600,Jersey City,287146,45883,15.98,811,4101,282.43,1428.19,1710.63
NJ,Paterson Police Department,40.91896,-74.170715,NJ0160800,Paterson,157927,39223,24.84,1411,3826,893.45,2422.64,3316.09
NJ,Elizabeth Police Department,40.659871,-74.308696,NJ0200400,Elizabeth,135772,19722,14.53,747,3986,550.19,2935.8,3485.99
NJ,Toms River Township Police Department,39.986946,-74.181694,NJ0150700,Toms River Township,91798,6773,7.38,110,1250,119.83,1361.69,1481.51
NJ,Trenton Police Department,40.227024,-74.75254,NJ0111100,Trenton,90097,24202,26.86,931,1678,1033.33,1862.44,2895.77
NJ,Clifton Police Department,40.86561,-74.160416,NJ0160200,Clifton,89460,7772,8.69,108,1385,120.72,1548.18,1668.9
NJ,Bayonne Police Department,40.731384,-74.078627,NJ0090100,Bayonne,70553,7844,11.12,183,1008,259.38,1428.71,1688.09
NJ,Passaic Police Department,41.033763,-74.300307,NJ0160700,Passaic,70308,17733,25.22,432,1522,614.44,2164.76,2779.2
NJ,East Orange Police Department,40.76055,-74.209236,NJ0070600,East Orange,68918,12169,17.66,330,1359,478.83,1971.91,2450.74
NJ,Orange Police Department,40.771152,-74.224846,NJ0071700,Orange,68918,12169,17.66,127,463,184.28,671.81,856.09
NJ,Lakewood Township Police Department,40.093304,-74.21318,NJ0151400,Lakewood Township,66752,18014,26.99,223,931,334.07,1394.71,1728.79
NJ,Hoboken Police Department,40.73738,-74.029785,NJ0090500,Hoboken,59369,3952,6.66,85,822,143.17,1384.56,1527.73
NJ,New Brunswick Police Department,40.494114,-74.44651,NJ0121400,New Brunswick,55671,16540,29.71,528,1675,948.43,3008.75,3957.18
NJ,Perth Amboy Police Department,40.51528,-74.27578,NJ0121600,Perth Amboy,55046,11340,20.6,204,908,370.6,1649.53,2020.13
NJ,West New York Police Department,40.788315,-74.015236,NJ0091200,West New York,52485,10387,19.79,124,671,236.26,1278.46,1514.72
NJ,Hackensack Police Department,40.885597,-74.043846,NJ0022300,Hackensack,45723,5564,12.17,113,1084,247.14,2370.8,2617.94
NJ,Sayreville Police Department,40.476875,-74.30209,NJ0121900,Sayreville,45062,2374,5.27,37,566,82.11,1256.05,1338.16
NJ,Linden Police Department,40.659871,-74.308696,NJ0200900,Linden,43387,3308,7.62,187,1562,431.0,3600.16,4031.16
NJ,Kearny Police Department,40.772007,-74.13843,NJ0090700,Kearny,41790,4034,9.65,64,1007,153.15,2409.67,2562.81
NJ,Fort Lee Police Department,40.84407,-73.98105,NJ0021900,Fort Lee,39701,3713,9.35,42,555,105.79,1397.95,1503.74
NJ,Atlantic City Police Department,39.35547,-74.44455,NJ0010200,Atlantic City,38481,14007,36.4,727,2626,1889.24,6824.15,8713.39
NJ,Fair Lawn Police Department,40.935867,-74.13274,NJ0021700,Fair Lawn,34820,2027,5.82,27,317,77.54,910.4,987.94
NJ,Garfield Police Department,40.878628,-74.102425,NJ0022100,Garfield,32481,4761,14.66,39,529,120.07,1628.64,1748.71
NJ,Long Branch Police Department,40.303596,-73.99368,NJ0132500,Long Branch,31734,6708,21.14,79,440,248.94,1386.53,1635.47
NJ,Westfield Police Department,40.654408,-74.34541,NJ0202000,Westfield,30950,619,2.0,5,264,16.16,852.99,869.14
NM,Albuquerque Police Department,35.089184,-106.65081,NM0010100,Albuquerque,562336,90345,16.07,7372,26365,1310.96,4688.48,5999.44
NM,Las Cruces Police Department,32.316395,-106.77963,NM0070100,Las Cruces,109934,23689,21.55,666,6220,605.82,5657.94,6263.76
NM,Rio Rancho Police Department,35.268604,-106.634796,NM0230600,Rio Rancho,102403,7195,7.03,453,1652,442.37,1613.23,2055.6
NM,Roswell Police Department,33.361604,-104.469837,NM0030100,Roswell,48347,10793,22.32,430,1381,889.4,2856.43,3745.84
NM,Farmington Police Department,36.73906,-108.215805,NM0240200,Farmington,46696,9006,19.29,491,1182,1051.48,2531.27,3582.75
NM,Hobbs Police Department,32.702976,-103.13619,NM0130200,Hobbs,39476,6765,17.14,347,1970,879.02,4990.37,5869.39
NM,Clovis Police Department,34.572984,-103.346055,NM0050100,Clovis,38505,7822,20.31,208,873,540.19,2267.24,2807.43
NM,Carlsbad Police Department,32.457858,-104.306471,NM0080200,Carlsbad,31525,4807,15.25,176,821,558.29,2604.28,3162.57
NM,Gallup Police Department,35.526714,-108.74098,NM0170100,Gallup,21901,6050,27.62,279,831,1273.91,3794.35,5068.26
NM,Los Lunas Police Department,34.71684,-106.806582,NM0320300,Los Lunas,17072,1735,10.16,115,592,673.62,3467.67,4141.28
NM,Sunland Park Police Department,31.795942,-106.555046,NM0070600,Sunland Park,16488,4788,29.04,73,134,442.75,812.71,1255.46
NM,Deming Police Department,32.269485,-107.75179,NM0160100,Deming,14730,4006,27.2,0,0,0.0,0.0,0.0
NM,Las Vegas Police Department,35.591564,-105.22732,NM0250100,Las Vegas,13247,3669,27.7,139,292,1049.29,2204.27,3253.57
NM,Artesia Police Department,32.457858,-104.306471,NM0080100,Artesia,12637,2354,18.63,26,344,205.75,2722.17,2927.91
NM,Portales Police Department,34.197777,-103.334984,NM0220100,Portales,12151,2598,21.38,83,229,683.07,1884.62,2567.69
NM,Lovington Police Department,32.946884,-103.3474,NM0130400,Lovington,11505,2391,20.78,0,0,0.0,0.0,0.0
NM,Grants Police Department,34.93205,-108.000255,NM0330100,Grants,9208,2617,28.42,7,6,76.02,65.16,141.18
NM,Bernalillo Police Department,35.685071,-106.882619,NM0230100,Bernalillo,9049,1357,15.0,0,0,0.0,0.0,0.0
NM,Anthony Police Department,32.350912,-106.832182,NM0070200,Anthony,8748,3334,38.11,18,41,205.76,468.68,674.44
NM,Socorro Police Department,33.991614,-106.939003,NM0280100,Socorro,8553,2024,23.66,0,0,0.0,0.0,0.0
NM,Corrales Police Department,35.22278,-106.616104,NM0230300,Corrales,8488,249,2.93,10,33,117.81,388.78,506.6
NM,Ruidoso Police Department,33.352177,-105.67355,NM0140100,Ruidoso,7636,719,9.42,0,0,0.0,0.0,0.0
NM,Bloomfield Police Department,36.71903,-107.97912,NM0240300,Bloomfield,7514,1682,22.38,46,112,612.19,1490.55,2102.74
NM,Belen Police Department,34.660484,-106.774734,NM0320100,Belen,7374,1499,20.33,100,265,1356.12,3593.71,4949.82
NM,Aztec Police Department,36.822765,-107.9963,NM0240100,Aztec,6283,1809,28.79,44,70,700.3,1114.12,1814.42
NV,Henderson Police Department,36.03084,-114.98376,NV0020300,Henderson,311250,23697,7.61,991,6974,318.39,2240.64,2559.04
NV,Reno Police Department,40.703311,-119.710315,NV0160100,Reno,259913,32051,12.33,1656,7352,637.14,2828.64,3465.78
NV,North Las Vegas Police Department,36.214236,-115.013819,NV0020200,North Las Vegas,259638,32931,12.68,763,6063,293.87,2335.17,2629.05
NV,Sparks Police Department,39.53786,-119.76551,NV0160200,Sparks,106900,9395,8.79,429,2494,401.31,2333.02,2734.33
NV,Elko Police Department,40.841106,-115.75706,NV0040100,Elko,20391,2454,12.03,110,359,539.45,1760.58,2300.03
NV,Mesquite Police Department,36.804005,-114.06781,NV0020900,Mesquite,20019,1626,8.12,43,272,214.8,1358.71,1573.51
NV,Boulder City Police Department,35.978218,-114.83407,NV0020400,Boulder City,14868,1657,11.14,26,134,174.87,901.26,1076.14
NV,Fallon Police Department,39.4748,-118.77769,NV0010100,Fallon,9068,1050,11.58,13,133,143.36,1466.7,1610.06
NV,Winnemucca Police Department,41.407914,-118.127591,NV0070100,Winnemucca,8325,1120,13.45,55,171,660.66,2054.05,2714.71
NV,West Wendover Police Department,41.141133,-115.351424,NV0040500,West Wendover,4517,647,14.32,23,68,509.19,1505.42,2014.61
NV,Yerington Police Department,38.995132,-119.16177,NV0100100,Yerington,3093,632,20.43,0,0,0.0,0.0,0.0
NV,Carlin Police Department,41.141133,-115.351424,NV0040200,Carlin,2279,155,6.8,4,19,175.52,833.7,1009.21
NV,Lovelock Police Department,40.439639,-118.409477,NV0140100,Lovelock,1747,299,17.12,5,18,286.2,1030.34,1316.54
NY,Buffalo Police Department,42.965775,-78.74092,NY0140100,Buffalo,276011,73730,26.71,2083,11649,754.68,4220.48,4975.16
NY,Yonkers Police Department,40.92953,-73.89687,NY0590700,Yonkers,209730,27378,13.05,715,2613,340.91,1245.89,1586.8
NY,Albany Police Department,42.588272,-73.974015,NY0010100,Albany,99402,19541,19.66,1008,3535,1014.06,3556.27,4570.33
NY,Cheektowaga Town Police Department,42.903458,-78.75433,NY0145500,Cheektowaga Town,76497,7193,9.4,209,2944,273.21,3848.52,4121.73
NY,Mount Vernon Police Department,40.912704,-73.8375,NY0590300,Mount Vernon,72855,9132,12.53,367,1157,503.74,1588.09,2091.83
NY,Schenectady Police Department,42.814327,-73.93844,NY0460100,Schenectady,66809,13505,20.21,489,2196,731.94,3286.98,4018.92
NY,Utica Police Department,43.104015,-75.23255,NY0320200,Utica,64723,17492,27.03,299,1904,461.97,2941.77,3403.74
NY,White Plains Police Department,41.029545,-73.771935,NY0590200,White Plains,59452,4955,8.33,87,1019,146.34,1713.99,1860.32
NY,Hempstead Village Police Department,40.70976,-73.62349,NY0290600,Hempstead Village,58532,9913,16.94,302,620,515.96,1059.25,1575.21
NY,Tonawanda Town Police Department,42.98086,-78.86628,NY0147200,Tonawanda Town,57401,5169,9.01,80,753,139.37,1311.82,1451.19
NY,Irondequoit Town Police Department,43.21119,-77.581154,NY0270200,Irondequoit Town,51054,4245,8.31,77,1060,150.82,2076.23,2227.05
NY,Troy Police Department,42.729664,-73.68714,NY0410200,Troy,50717,10759,21.21,287,1510,565.89,2977.31,3543.19
NY,Niagara Falls Police Department,43.456731,-78.792142,NY0310200,Niagara Falls,48763,11514,23.61,324,1334,664.44,2735.68,3400.12
NY,Binghamton Police Department,42.097076,-75.911995,NY0030100,Binghamton,47828,14894,31.14,313,1668,654.43,3487.5,4141.93
NY,West Seneca Town Police Department,42.832394,-78.753716,NY0147400,West Seneca Town,45390,3010,6.63,63,645,138.8,1421.02,1559.81
NY,Freeport Village Police Department,40.65861,-73.58728,NY0290400,Freeport Village,44328,3017,6.81,67,443,151.15,999.37,1150.51
NY,Brighton Town Police Department,43.126137,-77.574745,NY0275000,Brighton Town,36986,2978,8.05,34,932,91.93,2519.87,2611.8
NY,Long Beach Police Department,40.589405,-73.665955,NY0290200,Long Beach,34820,1705,4.9,23,45,66.05,129.24,195.29
NY,New York Mills Village Police Department,43.242727,-75.434282,NY0324000,New York Mills Village,34118,1250,3.66,6,40,17.59,117.24,134.83
NY,New Hartford Town and Village Police Department,43.05529,-75.27844,NY0324100,New Hartford Town and Village,34118,1250,3.66,11,651,32.24,1908.08,1940.32
NY,New Windsor Town Police Department,41.48312,-74.0622,NY0356700,New Windsor Town,34118,1250,3.66,43,350,126.03,1025.85,1151.88
NY,Newburgh Town Police Department,41.531647,-74.06472,NY0356300,Newburgh Town,34118,1250,3.66,27,760,79.14,2227.56,2306.7
NY,New Paltz Town and Village Police Department,41.947216,-74.265458,NY0552700,New Paltz Town and Village,34118,1250,3.66,15,140,43.97,410.34,454.31
NY,New Berlin Town Police Department,42.622704,-75.33214,NY0082800,New Berlin Town,34118,1250,3.66,0,4,0.0,11.72,11.72
NY,New Rochelle Police Department,41.15277,-73.745912,NY0590400,New Rochelle,34118,1250,3.66,137,1133,401.55,3320.83,3722.38
OH,Columbus Police Department,39.9643,-83.0046,OHCOP0000,Columbus,898143,160570,17.88,3501,24594,389.8,2738.32,3128.12
OH,Cleveland Police Department,41.53992,-81.62757,OHCLP0000,Cleveland,374861,114442,30.53,6100,17411,1627.27,4644.65,6271.92
OH,Cincinnati Police Department,39.103947,-84.518715,OHCIP0000,Cincinnati,308664,73391,23.78,2258,13087,731.54,4239.89,4971.43
OH,Toledo Police Department,41.65603,-83.535126,OH0480700,Toledo,271454,64598,23.8,3026,8026,1114.74,2956.67,4071.41
OH,Akron Police Department,41.07928,-81.518654,OH0770100,Akron,191483,42844,22.37,1474,5679,769.78,2965.8,3735.58
OH,Dayton Police Department,39.758675,-84.197075,OH0570200,Dayton,138416,35824,25.88,1494,6399,1079.35,4623.02,5702.38
OH,Parma Police Department,41.382565,-81.72852,OH0184200,Parma,80880,7872,9.73,99,523,122.4,646.64,769.04
OH,Canton Police Department,40.79727,-81.37636,OH0760400,Canton,71097,20790,29.24,695,2952,977.54,4152.07,5129.61
OH,Hamilton Police Department,39.39787,-84.56464,OH0090200,Hamilton,63127,10060,15.94,181,1214,286.72,1923.11,2209.83
OH,Youngstown Police Department,41.099815,-80.65149,OH0500900,Youngstown,61274,20239,33.03,398,1883,649.54,3073.08,3722.62
OH,Kettering Police Department,39.69592,-84.16295,OH0570500,Kettering,57503,5051,8.78,32,816,55.65,1419.06,1474.71
OH,Elyria Police Department,41.369877,-82.11018,OH0470400,Elyria,52853,10588,20.03,108,774,204.34,1464.44,1668.78
OH,Cuyahoga Falls Police Department,41.138668,-81.48351,OH0770300,Cuyahoga Falls,50906,4767,9.36,104,944,204.3,1854.4,2058.7
OH,Lakewood Police Department,41.484337,-81.776634,OH0182600,Lakewood,50841,6321,12.43,72,777,141.62,1528.29,1669.91
OH,Middletown Police Department,39.51933,-84.400795,OH0090300,Middletown,50114,10068,20.09,99,1163,197.55,2320.71,2518.26
OH,Newark Police Department,40.093609,-82.481251,OH0450100,Newark,49703,8137,16.37,143,1312,287.71,2639.68,2927.39
OH,Euclid Police Department,41.600502,-81.52682,OH0181800,Euclid,49382,10066,20.38,90,625,182.25,1265.64,1447.9
OH,Dublin Police Department,40.101982,-83.14079,OH0250300,Dublin,48613,908,1.87,33,539,67.88,1108.76,1176.64
OH,Mansfield Police Department,40.759254,-82.51401,OH0700100,Mansfield,47437,10425,21.98,176,1475,371.02,3109.39,3480.41
OH,Mentor Police Department,41.924116,-81.392643,OH0430600,Mentor,47369,2200,4.64,64,673,135.11,1420.76,1555.87
OH,Beavercreek Police Department,39.729694,-84.068794,OH0291100,Beavercreek,46320,3283,7.09,31,978,66.93,2111.4,2178.32
OH,Strongsville Police Department,41.31448,-81.83247,OH0185100,Strongsville,46187,2068,4.48,42,416,90.93,900.69,991.62
OH,Cleveland Heights Police Department,41.51443,-81.55112,OH0181500,Cleveland Heights,45267,7287,16.1,85,510,187.77,1126.65,1314.42
OH,Huber Heights Police Department,39.862236,-84.12629,OH0571400,Huber Heights,42650,3348,7.85,85,813,199.3,1906.21,2105.51
OH,Grove City Police Department,39.969575,-83.006863,OH0250600,Grove City,41025,2013,4.91,86,1061,209.63,2586.23,2795.86
OK,Oklahoma City Police Department,35.468613,-97.524315,OK0550600,Oklahoma City,673183,98848,14.68,4470,20683,664.01,3072.42,3736.43
OK,Tulsa Police Department,36.149185,-95.99595,OK0720500,Tulsa,410652,72724,17.71,3752,16229,913.67,3952.01,4865.68
OK,Norman Police Department,35.221004,-97.44601,OK0140200,Norman,125745,19764,15.72,402,2976,319.69,2366.69,2686.39
OK,Broken Arrow Police Department,36.03047,-95.78848,OK0720100,Broken Arrow,112751,9072,8.05,249,1627,220.84,1443.0,1663.84
OK,Edmond Police Department,35.654186,-97.480965,OK0550300,Edmond,93522,9701,10.37,159,1534,170.01,1640.26,1810.27
OK,Lawton Police Department,34.60796,-98.39359,OK0160100,Lawton,91247,15871,17.39,710,2299,778.11,2519.53,3297.64
OK,Moore Police Department,35.338253,-97.486305,OK0140100,Moore,62633,6363,10.16,163,1086,260.25,1733.91,1994.16
OK,Midwest City Police Department,35.46556,-97.388535,OK0550400,Midwest City,58146,8759,15.06,217,1405,373.2,2416.33,2789.53
OK,Enid Police Department,36.378273,-97.787729,OK0240100,Enid,51129,7388,14.45,232,1430,453.75,2796.85,3250.6
OK,Stillwater Police Department,36.079225,-96.975255,OK0600200,Stillwater,48055,12733,26.5,100,811,208.09,1687.65,1895.74
OK,Owasso Police Department,36.26722,-95.85503,OK0721000,Owasso,37559,2298,6.12,48,699,127.8,1861.07,1988.87
OK,Muskogee Police Department,35.617551,-95.383911,OK0510100,Muskogee,37214,8644,23.23,386,1268,1037.24,3407.32,4444.56
OK,Bartlesville Police Department,36.75313,-95.97683,OK0740100,Bartlesville,37074,5440,14.67,145,1058,391.11,2853.75,3244.86
OK,Shawnee Police Department,35.328705,-96.92376,OK0630100,Shawnee,31237,5478,17.54,154,973,493.01,3114.9,3607.9
OK,Bixby Police Department,36.120318,-95.941813,OK0720600,Bixby,28091,1935,6.89,36,273,128.15,971.84,1100.0
OK,Jenks Police Department,36.120318,-95.941813,OK0720800,Jenks,25210,1862,7.39,32,207,126.93,821.1,948.04
OK,Ardmore Police Department,34.251848,-97.287927,OK0100100,Ardmore,24829,4578,18.44,298,862,1200.21,3471.75,4671.96
OK,Ponca City Police Department,36.701534,-97.082504,OK0360300,Ponca City,24499,4206,17.17,126,762,514.31,3110.33,3624.64
OK,Yukon Police Department,35.507072,-97.73825,OK0090200,Yukon,23697,2145,9.05,39,370,164.58,1561.38,1725.96
OK,Duncan Police Department,34.50145,-97.95543,OK0690200,Duncan,22664,3833,16.91,83,596,366.22,2629.72,2995.94
OK,Sapulpa Police Department,35.99901,-96.10745,OK0190300,Sapulpa,21853,2788,12.76,47,366,215.07,1674.83,1889.9
OK,Del City Police Department,35.4371,-97.437035,OK0550200,Del City,21778,4284,19.67,73,732,335.2,3361.19,3696.39
OK,Bethany Police Department,35.554611,-97.409401,OK0550100,Bethany,20542,3309,16.11,46,370,223.93,1801.19,2025.12
OK,Sand Springs Police Department,36.120318,-95.941813,OK0720300,Sand Springs,19935,1929,9.68,43,753,215.7,3777.28,3992.98
OK,Mustang Police Department,35.378815,-97.69633,OK0090500,Mustang,19847,1022,5.15,26,248,131.0,1249.56,1380.56
