State,Year,Total Crimes,Violent_Total_Crimes,Property_Total_Crimes,Total Clearances,Prosecuted %,Violent_Crime_Rate,Property_Crime_Rate,Total_Crime_Rate,Total Pop,Partic Pop,Pop Coverage,Poverty Count,Poverty Rate
NM,2022,75745.0,15765.0,59980.0,9923.0,13.1,745.97,2838.16,3584.13,2113344,1861064,88.06,378651.0,17.92
NM,2023,72481.0,14761.0,57720.0,9769.0,13.48,698.13,2729.89,3428.02,2114371,1816784,85.93,375381.0,17.75
NV,2000,85879.0,10475.0,75404.0,21660.0,25.22,524.21,3773.49,4297.7,1998257,1998257,100.0,,
NV,2001,90357.0,12336.0,78021.0,22353.0,24.74,585.73,3704.57,4290.31,2106074,2106074,100.0,,
NV,2002,98403.0,13864.0,84539.0,23391.0,23.77,637.87,3889.55,4527.42,2173491,2173491,100.0,,
NV,2003,110518.0,13813.0,96705.0,19650.0,17.78,616.33,4314.96,4931.3,2241154,2241154,100.0,,
NV,2004,113289.0,14387.0,98902.0,23957.0,21.15,616.21,4236.05,4852.25,2334771,2334771,100.0,,
NV,2005,117852.0,14660.0,103192.0,23594.0,20.02,607.09,4273.3,4880.39,2414807,2414807,100.0,,
NV,2006,121846.0,18691.0,103155.0,20283.0,16.65,748.98,4133.59,4882.57,2495529,2495529,100.0,,
NV,2007,117121.0,19358.0,97763.0,21520.0,18.37,754.59,3810.86,4565.44,2565382,2565382,100.0,,
NV,2008,109580.0,18948.0,90632.0,23432.0,21.38,728.72,3485.62,4214.34,2600167,2600167,100.0,,
NV,2009,100154.0,18650.0,81504.0,24756.0,24.72,705.61,3083.67,3789.28,2643085,2643085,100.0,278516.0,10.54
NV,2010,92554.0,18130.0,74424.0,23410.0,25.29,671.34,2755.88,3427.23,2700551,2481696,91.9,308426.0,11.42
NV,2011,82063.0,14880.0,67183.0,18789.0,22.9,546.39,2466.95,3013.34,2723322,2485132,91.25,340903.0,12.52
NV,2012,94752.0,16773.0,77979.0,21751.0,22.96,607.95,2826.42,3434.37,2758931,2758931,100.0,379197.0,13.74
NV,2013,95870.0,16352.0,79518.0,21337.0,22.26,586.06,2849.97,3436.03,2790136,2785500,99.83,403314.0,14.45
NV,2014,92965.0,18034.0,74931.0,19710.0,21.2,635.2,2639.25,3274.45,2839099,2834483,99.84,423578.0,14.92
NV,2015,97789.0,20145.0,77644.0,17881.0,18.29,696.86,2685.86,3382.71,2890845,2890845,100.0,426337.0,14.75
NV,2016,96047.0,19882.0,76165.0,16070.0,16.73,676.25,2590.6,3266.84,2940058,2940058,100.0,417257.0,14.19
NV,2017,95326.0,16663.0,78663.0,15930.0,16.71,555.8,2623.82,3179.61,2998039,2998039,100.0,405263.0,13.52
NV,2018,91673.0,17163.0,74510.0,16655.0,18.17,565.62,2455.52,3021.13,3034392,3034392,100.0,393431.0,12.97
NV,2019,87390.0,15271.0,72119.0,17141.0,19.61,495.79,2341.41,2837.19,3080156,3031488,98.42,384690.0,12.49
NV,2020,78171.0,14874.0,63297.0,16513.0,21.12,473.96,2016.95,2490.9,3138259,3135329,99.91,381695.0,12.16
NV,2021,84185.0,13551.0,70634.0,15255.0,18.12,431.01,2246.63,2677.65,3143991,3128294,99.5,388814.0,12.37
NV,2022,91021.0,14556.0,76465.0,16709.0,18.36,458.06,2406.25,2864.3,3177772,3164297,99.58,389456.0,12.26
NV,2023,93796.0,13262.0,80534.0,17763.0,18.94,415.19,2521.28,2936.47,3194176,3177116,99.47,390414.0,12.22
NY,2000,529260.0,99967.0,429293.0,133305.0,25.19,526.79,2262.24,2789.03,18976457,15775684,83.13,,
NY,2001,500607.0,93025.0,407582.0,127262.0,25.42,489.31,2143.88,2633.2,19011378,15426982,81.15,,
NY,2002,538959.0,94385.0,444574.0,131664.0,24.43,492.68,2320.62,2813.3,19157532,18904713,98.68,,
NY,2003,511548.0,88425.0,423123.0,81583.0,15.95,460.78,2204.9,2665.68,19190115,18505242,96.43,,
NY,2004,501340.0,84325.0,417015.0,79885.0,15.93,438.57,2168.89,2607.47,19227088,18825392,97.91,,
NY,2005,492003.0,85757.0,406246.0,76276.0,15.5,445.38,2109.86,2555.25,19254630,19097680,99.18,,
NY,2006,482862.0,83926.0,398936.0,69390.0,14.37,434.71,2066.36,2501.07,19306183,19256875,99.74,,
NY,2007,464268.0,80052.0,384216.0,69330.0,14.93,414.83,1990.99,2405.82,19297729,19246773,99.74,,
NY,2008,466016.0,77567.0,388449.0,72976.0,15.66,397.98,1993.04,2391.02,19490297,19321496,99.13,,
NY,2009,452158.0,75034.0,377124.0,70748.0,15.65,383.97,1929.87,2313.84,19541453,19436721,99.46,2615897.0,13.39
NY,2010,451027.0,75807.0,375220.0,72421.0,16.06,391.2,1936.31,2327.51,19378102,19076253,98.44,2650166.0,13.68
NY,2011,448510.0,77319.0,371191.0,72977.0,16.27,397.22,1906.95,2304.16,19465197,19249032,98.89,2722107.0,13.98
NY,2012,453034.0,79326.0,373708.0,75455.0,16.66,405.34,1909.57,2314.91,19570261,19217408,98.2,2814409.0,14.38
NY,2013,433213.0,76387.0,356826.0,137655.0,31.78,388.72,1815.8,2204.52,19651127,19313374,98.28,2903982.0,14.78
NY,2014,414818.0,75832.0,338986.0,138352.0,33.35,384.03,1716.71,2100.75,19746227,19659125,99.56,2978521.0,15.08
NY,2015,392276.0,75043.0,317233.0,132778.0,33.85,379.09,1602.53,1981.61,19795791,19717061,99.6,3005943.0,15.18
NY,2016,378893.0,74134.0,304759.0,126048.0,33.27,375.45,1543.45,1918.9,19745289,19617411,99.35,2967564.0,15.03
NY,2017,368438.0,70416.0,298022.0,116494.0,31.62,354.75,1501.42,1856.17,19849399,19202574,96.74,2908471.0,14.65
NY,2018,348723.0,68265.0,280458.0,114017.0,32.7,349.32,1435.14,1784.46,19542209,18686690,95.62,2797985.0,14.32
NY,2019,334078.0,69416.0,264662.0,108982.0,32.62,356.83,1360.48,1717.31,19453561,18847589,96.89,2681277.0,13.78
NY,2020,341727.0,70096.0,271631.0,90136.0,26.38,362.5,1404.74,1767.24,19336776,18615975,96.27,2581048.0,13.35
NY,2021,68115.0,10475.0,57640.0,14733.0,21.63,52.81,290.58,343.39,19835913,13037565,65.73,2636823.0,13.29
NY,2022,421111.0,84279.0,336832.0,38850.0,9.23,428.31,1711.79,2140.1,19677151,19123199,97.18,2655662.0,13.5
NY,2023,432904.0,76187.0,356717.0,120862.0,27.92,389.28,1822.66,2211.94,19571216,18851091,96.32,2656674.0,13.57
OH,2000,365009.0,32458.0,332551.0,58344.0,15.98,285.89,2929.15,3215.05,11353140,8237332,72.56,,
OH,2001,413978.0,36764.0,377214.0,60652.0,14.65,323.24,3316.59,3639.83,11373541,8986580,79.01,,
OH,2002,416125.0,37411.0,378714.0,58983.0,14.17,327.56,3315.87,3643.42,11421267,9404385,82.34,,
OH,2003,400967.0,34724.0,366243.0,52934.0,13.2,303.64,3202.6,3506.24,11435798,9392025,82.13,,
OH,2004,415578.0,36299.0,379279.0,61897.0,14.89,316.77,3309.88,3626.65,11459011,9762065,85.19,,
OH,2005,410316.0,36925.0,373391.0,60614.0,14.77,322.09,3257.06,3579.16,11464042,9606344,83.8,,
OH,2006,421963.0,38943.0,383020.0,59721.0,14.15,339.28,3336.99,3676.27,11478006,9772651,85.14,,
OH,2007,404318.0,38583.0,365735.0,60536.0,14.97,336.47,3189.48,3525.95,11466917,10047622,87.62,,
OH,2008,395921.0,38096.0,357825.0,63933.0,16.15,331.68,3115.34,3447.01,11485910,10328416,89.92,,
OH,2009,383462.0,36674.0,346788.0,63099.0,16.46,317.73,3004.41,3322.13,11542645,10504875,91.01,1526350.0,13.22
OH,2010,377749.0,34370.0,343379.0,57327.0,15.18,297.92,2976.46,3274.38,11536504,10476279,90.81,1586292.0,13.75
OH,2011,388833.0,33627.0,355206.0,60432.0,15.54,291.27,3076.72,3367.99,11544951,10556457,91.44,1654193.0,14.33
OH,2012,373876.0,33421.0,340455.0,61469.0,16.44,289.5,2949.14,3238.64,11544225,10459665,90.61,1723485.0,14.93
OH,2013,346389.0,32019.0,314370.0,56797.0,16.4,276.72,2716.92,2993.65,11570808,10246032,88.55,1773853.0,15.33
OH,2014,318365.0,30893.0,287472.0,53565.0,16.83,266.45,2479.45,2745.91,11594163,10301951,88.85,1790564.0,15.44
OH,2015,306949.0,31111.0,275838.0,51623.0,16.82,267.89,2375.17,2643.05,11613423,10409388,89.63,1775836.0,15.29
OH,2016,312914.0,33897.0,279017.0,50700.0,16.2,291.85,2402.34,2694.2,11614373,10576934,91.07,1732839.0,14.92
OH,2017,297582.0,33129.0,264453.0,60984.0,20.49,284.16,2268.31,2552.47,11658609,10621444,91.1,1683890.0,14.44
OH,2018,271629.0,33271.0,238358.0,45712.0,16.83,284.62,2039.09,2323.71,11689442,10662656,91.22,1645986.0,14.08
OH,2019,254984.0,33340.0,221644.0,43537.0,17.07,285.22,1896.16,2181.38,11689100,10619295,90.85,1588343.0,13.59
OH,2020,237940.0,35309.0,202631.0,35579.0,14.95,301.96,1732.89,2034.85,11693217,10546342,90.19,1546011.0,13.22
OH,2021,222792.0,35481.0,187311.0,30921.0,13.88,301.2,1590.07,1891.27,11780017,10604576,90.02,1528963.0,12.98
OH,2022,236464.0,33916.0,202548.0,34468.0,14.58,288.5,1722.92,2011.42,11756058,10864511,92.42,1526507.0,12.98
OH,2023,220847.0,32439.0,188408.0,33594.0,15.21,275.23,1598.58,1873.82,11785935,10307920,87.46,1519610.0,12.89
OK,2000,158596.0,17187.0,141409.0,28035.0,17.68,498.08,4098.03,4596.11,3450654,3450654,100.0,,
OK,2001,160519.0,17729.0,142790.0,28153.0,17.54,512.38,4126.76,4639.15,3460097,3460097,100.0,,
OK,2002,166894.0,17593.0,149301.0,29977.0,17.96,503.56,4273.42,4776.98,3493714,3493714,100.0,,
OK,2003,170190.0,17766.0,152424.0,29419.0,17.29,505.93,4340.67,4846.6,3511532,3511532,100.0,,
OK,2004,168256.0,17636.0,150620.0,29435.0,17.49,500.52,4274.66,4775.18,3523553,3523553,100.0,,
OK,2005,162521.0,18024.0,144497.0,27666.0,17.02,508.02,4072.77,4580.79,3547884,3547884,100.0,,
OK,2006,148718.0,17877.0,130841.0,28194.0,18.96,499.47,3655.58,4155.05,3579212,3579212,100.0,,
OK,2007,148066.0,18254.0,129812.0,29708.0,20.06,504.63,3588.63,4093.26,3617316,3617316,100.0,,
OK,2008,146819.0,19326.0,127493.0,26328.0,17.93,530.59,3500.28,4030.87,3642361,3611675,99.16,,
OK,2009,151587.0,18546.0,133041.0,29994.0,19.79,503.0,3608.33,4111.34,3687050,3671699,99.58,572111.0,15.52
OK,2010,147110.0,18003.0,129107.0,26369.0,17.92,479.91,3441.61,3921.52,3751351,3733392,99.52,577247.0,15.39
OK,2011,145817.0,17319.0,128498.0,25017.0,17.16,456.78,3389.1,3845.88,3791508,3790684,99.98,586046.0,15.46
OK,2012,149595.0,18066.0,131529.0,26163.0,17.49,473.57,3447.84,3921.42,3814820,3813992,99.98,602598.0,15.8
OK,2013,143466.0,16675.0,126791.0,25773.0,17.96,433.05,3292.79,3725.84,3850568,3850568,100.0,618683.0,16.07
OK,2014,134046.0,16047.0,117999.0,26888.0,20.06,413.79,3042.74,3456.53,3878051,3853603,99.37,625508.0,16.13
OK,2015,129325.0,16603.0,112722.0,25905.0,20.03,424.48,2881.93,3306.41,3911338,3729077,95.34,624043.0,15.95
OK,2016,135655.0,17733.0,117922.0,24060.0,17.74,451.96,3005.48,3457.45,3923561,3867605,98.57,621155.0,15.83
OK,2017,131901.0,17962.0,113939.0,22437.0,17.01,456.95,2898.57,3355.52,3930864,3910667,99.49,612714.0,15.59
OK,2018,133619.0,18684.0,114935.0,22846.0,17.1,473.84,2914.85,3388.7,3943079,3926335,99.58,607810.0,15.41
OK,2019,131266.0,17264.0,114002.0,21944.0,16.72,436.29,2881.04,3317.34,3956971,3930957,99.34,598373.0,15.12
OK,2020,128057.0,18521.0,109536.0,19967.0,15.59,465.26,2751.62,3216.88,3980783,3977586,99.92,585520.0,14.71
OK,2021,122307.0,17444.0,104863.0,17812.0,14.56,437.56,2630.36,3067.92,3986639,3965482,99.47,583853.0,14.65
OK,2022,112383.0,17145.0,95238.0,18044.0,16.06,426.51,2369.22,2795.74,4019800,4017110,99.93,585991.0,14.58
OK,2023,104535.0,16785.0,87750.0,19105.0,18.28,414.05,2164.62,2578.68,4053824,4053824,100.0,593820.0,14.65
OR,2000,165493.0,11892.0,153601.0,21168.0,12.79,347.58,4489.42,4837.0,3421399,3271759,95.63,,
OR,2001,175388.0,10605.0,164783.0,21199.0,12.09,305.37,4744.87,5050.24,3472867,3411868,98.24,,
OR,2002,169993.0,10218.0,159775.0,29559.0,17.39,290.16,4537.11,4827.27,3521515,3402045,96.61,,
OR,2003,178232.0,10366.0,167866.0,29754.0,16.69,291.21,4715.87,5007.09,3559596,3465233,97.35,,
OR,2004,176735.0,10615.0,166120.0,31528.0,17.84,295.31,4621.39,4916.7,3594586,3562139,99.1,,
OR,2005,170680.0,10414.0,160266.0,30396.0,17.81,286.02,4401.64,4687.65,3641056,3593547,98.7,,
OR,2006,147901.0,10441.0,137460.0,27754.0,18.77,282.13,3714.37,3996.51,3700758,3636072,98.25,,
OR,2007,143242.0,10885.0,132357.0,28922.0,20.19,290.46,3531.92,3822.38,3747455,3630422,96.88,,
OR,2008,134054.0,9780.0,124274.0,28130.0,20.98,258.04,3278.95,3536.99,3790060,3678296,97.05,,
OR,2009,125122.0,9926.0,115196.0,27637.0,22.09,259.46,3011.14,3270.6,3825657,3801072,99.36,496433.0,12.98
OR,2010,125664.0,9564.0,116100.0,26969.0,21.46,249.64,3030.48,3280.12,3831074,3750807,97.9,516271.0,13.48
OR,2011,131680.0,9594.0,122086.0,26945.0,20.46,247.79,3153.16,3400.95,3871859,3833877,99.02,550372.0,14.21
OR,2012,134638.0,9558.0,125080.0,28451.0,21.13,245.12,3207.71,3452.83,3899353,3821033,97.99,584059.0,14.98
OR,2013,133099.0,9040.0,124059.0,29235.0,21.96,230.02,3156.67,3386.69,3930065,3873589,98.56,614778.0,15.64
OR,2014,126413.0,9345.0,117068.0,27307.0,21.6,235.38,2948.64,3184.01,3970239,3697782,93.14,638816.0,16.09
OR,2015,82568.0,6369.0,76199.0,20598.0,24.95,158.08,1891.27,2049.35,4028977,3736225,92.73,636947.0,15.81
OR,2016,129767.0,10615.0,119152.0,26610.0,20.51,259.32,2910.79,3170.1,4093465,4011892,98.01,614223.0,15.0
OR,2017,133638.0,11592.0,122046.0,25245.0,18.89,279.81,2946.0,3225.81,4142776,4015903,96.94,587248.0,14.18
OR,2018,133758.0,12122.0,121636.0,25933.0,19.39,289.26,2902.51,3191.77,4190713,4116957,98.24,565247.0,13.49
OR,2019,128789.0,12235.0,116554.0,27485.0,21.34,290.08,2763.43,3053.51,4217737,4136179,98.07,533527.0,12.65
OR,2020,125778.0,12586.0,113192.0,24020.0,19.1,296.73,2668.67,2965.41,4241507,4090005,96.43,506558.0,11.94
OR,2021,129512.0,14575.0,114937.0,21683.0,16.74,343.25,2706.85,3050.1,4246155,4226701,99.54,498517.0,11.74
OR,2022,140750.0,14810.0,125940.0,23584.0,16.76,349.28,2970.19,3319.47,4240137,4161658,98.15,494158.0,11.65
OR,2023,123764.0,13837.0,109927.0,24177.0,19.53,326.86,2596.69,2923.54,4233358,4154466,98.14,494736.0,11.69
PA,2000,341837.0,48379.0,293458.0,89833.0,26.28,393.93,2389.52,2783.45,12281054,11067412,90.12,,
PA,2001,319286.0,45481.0,273805.0,86926.0,27.23,370.15,2228.38,2598.54,12287150,10366067,84.37,,
PA,2002,321382.0,46404.0,274978.0,87178.0,27.13,376.2,2229.23,2605.43,12335091,10929514,88.61,,
PA,2003,317901.0,45829.0,272072.0,85678.0,26.95,370.62,2200.26,2570.88,12365455,10873000,87.93,,
PA,2004,327939.0,48294.0,279645.0,89167.0,27.19,389.27,2254.06,2643.33,12406292,11243007,90.62,,
PA,2005,333207.0,50442.0,282765.0,90592.0,27.19,405.82,2274.93,2680.75,12429616,11393073,91.66,,
PA,2006,344068.0,53103.0,290965.0,93696.0,27.23,426.85,2338.83,2765.68,12440621,11631623,93.5,,
PA,2007,338749.0,50891.0,287858.0,86793.0,25.62,409.33,2315.31,2724.64,12432792,11827527,95.13,,
PA,2008,348236.0,50505.0,297731.0,97314.0,27.94,405.72,2391.74,2797.46,12448279,12199712,98.0,,
PA,2009,325296.0,48004.0,277292.0,96283.0,29.6,380.84,2199.9,2580.74,12604767,12512254,99.27,1462191.0,11.6
PA,2010,322513.0,46321.0,276192.0,90132.0,27.95,364.66,2174.33,2539.0,12702379,12533703,98.67,1509858.0,11.89
PA,2011,329697.0,46004.0,283693.0,95667.0,29.02,361.02,2226.29,2587.3,12742886,12655097,99.31,1548869.0,12.15
PA,2012,323501.0,45383.0,278118.0,97344.0,30.09,355.57,2179.0,2534.57,12763536,12749773,99.89,1604464.0,12.57
PA,2013,306717.0,42750.0,263967.0,96072.0,31.32,334.67,2066.47,2401.14,12773801,12736486,99.71,1638820.0,12.83
PA,2014,288690.0,40259.0,248431.0,91053.0,31.54,314.84,1942.81,2257.65,12787209,12776530,99.92,1667858.0,13.04
PA,2015,273144.0,40154.0,232990.0,87867.0,32.17,313.64,1819.88,2133.52,12802503,12788455,99.89,1666569.0,13.02
PA,2016,263646.0,40314.0,223332.0,82255.0,31.2,315.34,1746.93,2062.28,12784227,12774703,99.93,1647762.0,12.89
PA,2017,251497.0,40036.0,211461.0,78420.0,31.18,312.65,1651.32,1963.97,12805537,12794173,99.91,1623537.0,12.68
PA,2018,231105.0,39201.0,191904.0,71385.0,30.89,306.09,1498.42,1804.51,12807060,12773342,99.74,1578949.0,12.33
PA,2019,207098.0,36790.0,170308.0,64950.0,31.36,287.38,1330.32,1617.7,12801989,12359514,96.54,1539183.0,12.02
PA,2020,176284.0,33302.0,142982.0,48143.0,27.31,260.51,1118.51,1379.02,12783254,10199387,79.79,1480430.0,11.58
PA,2021,106019.0,22029.0,83990.0,21380.0,20.17,169.92,647.87,817.8,12964004,5474333,42.23,1482811.0,11.44
PA,2022,194697.0,31912.0,162785.0,44796.0,23.01,246.01,1254.89,1500.9,12972008,9025406,69.58,1482439.0,11.43
PA,2023,227157.0,32886.0,194271.0,56655.0,24.94,253.72,1498.81,1752.53,12961683,12049570,92.96,1480981.0,11.43
RI,2000,37133.0,3119.0,34014.0,7884.0,21.23,297.52,3244.62,3542.15,1048319,1048319,100.0,,
RI,2001,39727.0,3279.0,36448.0,7325.0,18.44,309.66,3442.0,3751.65,1058920,1058920,100.0,,
RI,2002,39000.0,3051.0,35949.0,6045.0,15.5,285.21,3360.58,3645.8,1069725,1069725,100.0,,
RI,2003,35765.0,3074.0,32691.0,5680.0,15.88,285.64,3037.73,3323.38,1076164,1076164,100.0,,
RI,2004,34140.0,2673.0,31467.0,5788.0,16.95,247.36,2911.91,3159.26,1080632,1080632,100.0,,
RI,2005,32048.0,2700.0,29348.0,4867.0,15.19,250.89,2727.03,2977.92,1076189,1076189,100.0,,
RI,2006,30580.0,2460.0,28120.0,4262.0,13.94,230.42,2633.92,2864.34,1067610,1067610,100.0,,
RI,2007,30163.0,2420.0,27743.0,4150.0,13.76,228.77,2622.63,2851.4,1057832,1057832,100.0,,
RI,2008,32755.0,2656.0,30099.0,4780.0,14.59,252.76,2864.42,3117.18,1050788,1050788,100.0,,
RI,2009,30469.0,2678.0,27791.0,5176.0,16.99,254.27,2638.7,2892.97,1053209,1053209,100.0,118618.0,11.26
RI,2010,29909.0,2710.0,27199.0,4930.0,16.48,257.47,2584.06,2841.53,1052567,1052567,100.0,123396.0,11.72
RI,2011,30751.0,2588.0,28163.0,4724.0,15.36,246.17,2678.87,2925.04,1051302,1051302,100.0,129454.0,12.31
RI,2012,29875.0,2658.0,27217.0,4844.0,16.21,253.07,2591.37,2844.45,1050292,1050292,100.0,133462.0,12.71
RI,2013,28625.0,2710.0,25915.0,4637.0,16.2,257.72,2464.55,2722.27,1051511,1051511,100.0,137244.0,13.05
RI,2014,25462.0,2321.0,23141.0,4344.0,17.06,219.96,2193.1,2413.06,1055173,1055173,100.0,143996.0,13.65
RI,2015,22775.0,2565.0,20210.0,3903.0,17.14,242.83,1913.29,2156.12,1056298,1056298,100.0,144223.0,13.65
RI,2016,21579.0,2529.0,19050.0,3994.0,18.51,239.39,1803.25,2042.64,1056426,1056426,100.0,140161.0,13.27
RI,2017,21189.0,2474.0,18715.0,3803.0,17.95,233.48,1766.17,1999.64,1059639,1059639,100.0,136126.0,12.85
RI,2018,20038.0,2331.0,17707.0,3737.0,18.65,220.46,1674.71,1895.18,1057315,1057315,100.0,133055.0,12.58
RI,2019,18755.0,2361.0,16394.0,3559.0,18.98,222.87,1547.54,1770.41,1059361,1059361,100.0,125826.0,11.88
RI,2020,15734.0,2427.0,13307.0,2920.0,18.56,229.58,1258.79,1488.38,1057125,1057125,100.0,117785.0,11.14
RI,2021,15755.0,2198.0,13557.0,2687.0,17.05,200.62,1237.39,1438.01,1095610,1094546,99.9,118257.0,10.79
RI,2022,16151.0,1898.0,14253.0,2881.0,17.84,173.53,1303.15,1476.68,1093734,1093734,100.0,118033.0,10.79
RI,2023,14208.0,1839.0,12369.0,2952.0,20.78,167.8,1128.6,1296.4,1095962,1095962,100.0,114890.0,10.48
SC,2000,210993.0,32674.0,178319.0,42294.0,20.05,814.4,4444.63,5259.03,4012012,3992588,99.52,,
SC,2001,218307.0,32843.0,185464.0,32863.0,15.05,808.34,4564.69,5373.03,4063011,4009326,98.68,,
SC,2002,219821.0,34349.0,185472.0,39989.0,18.19,836.32,4515.8,5352.11,4107183,4094256,99.69,,
SC,2003,221743.0,33441.0,188302.0,45013.0,20.3,806.36,4540.51,5346.87,4147152,4144591,99.94,,
SC,2004,224409.0,33122.0,191287.0,44942.0,20.03,788.98,4556.55,5345.53,4198068,4195810,99.95,,
SC,2005,219067.0,32582.0,186485.0,46495.0,21.22,765.72,4382.64,5148.36,4255083,4253319,99.96,,
SC,2006,218711.0,33246.0,185465.0,45166.0,20.65,769.36,4291.93,5061.29,4321249,4307285,99.68,,
SC,2007,224688.0,34584.0,190104.0,44834.0,19.95,784.63,4312.99,5097.61,4407709,4407709,100.0,,
SC,2008,221981.0,32497.0,189484.0,36064.0,16.25,725.41,4229.74,4955.15,4479800,4477003,99.94,,
SC,2009,208341.0,30681.0,177660.0,44586.0,21.4,672.65,3894.99,4567.64,4561242,4548860,99.73,676555.0,14.83
SC,2010,207775.0,28045.0,179730.0,44675.0,21.5,606.33,3885.75,4492.08,4625364,4612167,99.71,716537.0,15.49
SC,2011,211429.0,27823.0,183606.0,45154.0,21.36,594.61,3923.85,4518.46,4679230,4665050,99.7,753705.0,16.11
SC,2012,207432.0,26358.0,181074.0,48460.0,23.36,557.99,3833.29,4391.28,4723723,4710211,99.71,787788.0,16.68
SC,2013,196763.0,24096.0,172667.0,47422.0,24.1,504.65,3616.18,4120.83,4774839,4730577,99.07,820308.0,17.18
SC,2014,190271.0,23745.0,166526.0,45691.0,24.01,491.36,3445.97,3937.33,4832482,4804623,99.42,840141.0,17.39
SC,2015,185100.0,24037.0,161063.0,41880.0,22.63,490.94,3289.59,3780.52,4896146,4880453,99.68,830901.0,16.97
SC,2016,186175.0,24988.0,161187.0,41171.0,22.11,503.68,3249.0,3752.68,4961119,4932167,99.42,806422.0,16.25
SC,2017,184135.0,25134.0,159001.0,43116.0,23.42,500.24,3164.6,3664.84,5024369,4969760,98.91,790657.0,15.74
SC,2018,179283.0,25071.0,154212.0,42135.0,23.5,493.12,3033.21,3526.33,5084127,5035335,99.04,770632.0,15.16
SC,2019,174641.0,25842.0,148799.0,41752.0,23.91,501.91,2890.02,3391.93,5148714,5118347,99.41,741650.0,14.4
SC,2020,168348.0,27381.0,140967.0,39768.0,23.62,524.74,2701.53,3226.27,5218040,5176607,99.21,726470.0,13.92
SC,2021,156874.0,26639.0,130235.0,35379.0,22.55,513.21,2509.0,3022.21,5190705,5164203,99.49,718345.0,13.84
SC,2022,150364.0,26326.0,124038.0,34468.0,22.92,498.35,2348.03,2846.38,5282634,5270712,99.77,717849.0,13.59
SC,2023,142533.0,25109.0,117424.0,34333.0,24.09,467.27,2185.22,2652.49,5373555,5160439,96.03,719720.0,13.39
SD,2000,16050.0,1139.0,14911.0,4993.0,31.11,150.89,1975.38,2126.27,754844,610543,80.88,,
SD,2001,15233.0,1044.0,14189.0,4440.0,29.15,137.99,1875.36,2013.35,756600,575441,76.06,,
SD,2002,15679.0,1200.0,14479.0,4619.0,29.46,157.67,1902.47,2060.14,761063,635847,83.55,,
SD,2003,15840.0,1261.0,14579.0,4256.0,26.87,164.99,1907.47,2072.46,764309,706092,92.38,,
SD,2004,14960.0,1225.0,13735.0,3737.0,24.98,158.91,1781.72,1940.63,770883,634208,82.27,,
SD,2005,12673.0,1205.0,11468.0,2323.0,18.33,155.3,1477.96,1633.26,775933,603014,77.71,,
SD,2006,13825.0,1715.0,12110.0,1642.0,11.88,219.33,1548.75,1768.09,781919,616396,78.83,,
SD,2007,14650.0,1752.0,12898.0,2329.0,15.9,220.04,1619.92,1839.96,796214,687425,86.34,,
SD,2008,14887.0,2024.0,12863.0,3158.0,21.21,251.68,1599.49,1851.17,804194,699120,86.93,,
SD,2009,15100.0,1538.0,13562.0,3942.0,26.11,189.32,1669.41,1858.73,812383,732194,90.13,103752.0,12.77
SD,2010,16465.0,2015.0,14450.0,4055.0,24.63,247.49,1774.79,2022.28,814180,735542,90.34,105819.0,13.0
SD,2011,16649.0,1976.0,14673.0,4146.0,24.9,239.78,1780.53,2020.31,824082,746684,90.61,107337.0,13.03
SD,2012,19514.0,2575.0,16939.0,4532.0,23.22,308.99,2032.63,2341.62,833354,769711,92.36,108319.0,13.0
SD,2013,18509.0,2631.0,15878.0,4902.0,26.48,311.41,1879.33,2190.73,844877,781567,92.51,112086.0,13.27
SD,2014,18296.0,2705.0,15591.0,5394.0,29.48,317.05,1827.41,2144.46,853175,791744,92.8,114444.0,13.41
SD,2015,19339.0,3293.0,16046.0,5675.0,29.34,383.59,1869.14,2252.73,858469,792274,92.29,114907.0,13.39
SD,2016,20226.0,3497.0,16729.0,5823.0,28.79,404.07,1932.97,2337.04,865454,800856,92.54,115300.0,13.32
SD,2017,19094.0,3501.0,15593.0,5448.0,28.53,402.57,1792.99,2195.56,869666,770756,88.63,114885.0,13.21
SD,2018,17670.0,3077.0,14593.0,4798.0,27.15,348.77,1654.09,2002.87,882235,834513,94.59,113144.0,12.82
SD,2019,18145.0,3032.0,15113.0,4558.0,25.12,342.73,1708.34,2051.07,884659,834539,94.33,110553.0,12.5
SD,2020,20411.0,4157.0,16254.0,4895.0,23.98,465.66,1820.73,2286.39,892717,849456,95.15,108863.0,12.19
SD,2021,17644.0,3310.0,14334.0,3488.0,19.77,369.68,1600.89,1970.57,895376,786723,87.87,106291.0,11.87
SD,2022,18400.0,3281.0,15119.0,3974.0,21.6,360.62,1661.75,2022.37,909824,797238,87.63,105542.0,11.6
SD,2023,17176.0,3000.0,14176.0,3763.0,21.91,326.33,1542.01,1868.34,919318,790223,85.96,104511.0,11.37
TN,2000,278747.0,40244.0,238503.0,43506.0,15.61,707.37,4192.15,4899.51,5689283,5667715,99.62,,
TN,2001,296874.0,42764.0,254110.0,45318.0,15.27,745.01,4426.99,5172.0,5740021,5733751,99.89,,
TN,2002,293107.0,41642.0,251465.0,48348.0,16.5,718.3,4337.63,5055.93,5797289,5793988,99.94,,
TN,2003,298245.0,40386.0,257859.0,51298.0,17.2,691.33,4414.07,5105.41,5841748,5840958,99.99,,
